title,popularity,vote_average,vote_count,genre
The Godfather,114.8,8.7,17855,Drama
The Shawshank Redemption,90.9,8.7,23711,Drama
The Godfather Part II,54.9,8.6,10801,Drama
Schindler's List,55.7,8.6,14026,Drama
Dilwale Dulhania Le Jayenge,23.1,8.6,4120,Comedy
Spirited Away,93.2,8.5,14243,Animation
12 Angry Men,36.7,8.5,7238,Drama
Your Name.,163.3,8.5,9773,Romance
Parasite,66.9,8.5,15671,Comedy
The Dark Knight,85.5,8.5,29631,Drama
The Green Mile,70.7,8.5,15355,Fantasy
Pulp Fiction,67.3,8.5,25100,Thriller
"The Good, the Bad and the Ugly",54.1,8.5,7362,Western
Forrest Gump,58.1,8.5,24582,Comedy
The Lord of the Rings: The Return of the King,68.1,8.5,21536,Adventure
GoodFellas,44.3,8.5,11221,Drama
Seven Samurai,26.7,8.5,3030,Action
Gabriel's Inferno,15.0,8.5,2339,Romance
Cinema Paradiso,20.4,8.5,3733,Drama
Life Is Beautiful,48.2,8.5,11860,Comedy
Grave of the Fireflies,0.6,8.4,4621,Animation
Once Upon a Time in America,35.2,8.4,4644,Drama
Psycho,42.3,8.4,8933,Horror
Gabriel's Inferno: Part II,104.7,8.4,1469,Romance
Fight Club,67.1,8.4,26347,Drama
City of God,28.0,8.4,6442,Drama
One Flew Over the Cuckoo's Nest,28.4,8.4,9346,Drama
Gabriel's Inferno: Part III,60.1,8.4,1015,Romance
Spider-Man: Into the Spider-Verse,100.4,8.4,12679,Action
Howl's Moving Castle,85.2,8.4,8249,Fantasy
Interstellar,127.6,8.4,31288,Adventure
A Silent Voice: The Movie,55.0,8.4,3372,Animation
The Lord of the Rings: The Fellowship of the Ring,79.3,8.4,22625,Adventure
The Empire Strikes Back,37.3,8.4,15305,Adventure
The Pianist,37.3,8.4,8031,Drama
The Lord of the Rings: The Two Towers,63.5,8.4,19669,Adventure
Whiplash,56.1,8.4,13409,Drama
Neon Genesis Evangelion: The End of Evangelion,34.8,8.4,1279,Animation
Se7en,43.8,8.4,18711,Crime
Inception,77.1,8.4,33628,Action
Sunset Boulevard,16.7,8.4,2207,Drama
Rear Window,21.2,8.4,5669,Thriller
American History X,29.8,8.4,10365,Drama
The Silence of the Lambs,9.8,8.3,14474,Crime
The Great Dictator,17.6,8.3,2914,Comedy
Princess Mononoke,39.7,8.3,6937,Adventure
City Lights,13.8,8.3,1856,Comedy
Léon: The Professional,40.3,8.3,13198,Crime
Dead Poets Society,27.4,8.3,9934,Drama
Back to the Future,65.0,8.3,17877,Adventure
Modern Times,16.4,8.3,3261,Comedy
Five Feet Apart,50.2,8.3,5122,Romance
Come and See,25.0,8.3,1134,Drama
Once Upon a Time in the West,22.6,8.3,3753,Drama
Life in a Year,65.4,8.3,1408,Drama
Puss in Boots: The Last Wish,1388.6,8.3,5446,Animation
Top Gun: Maverick,328.8,8.3,6756,Action
Perfect Blue,44.3,8.3,2018,Animation
Apocalypse Now,31.2,8.3,7196,Drama
The Legend of 1900,22.0,8.3,2018,Drama
Justice League Dark: Apokolips War,52.5,8.3,1293,Animation
Paths of Glory,14.3,8.3,2449,Drama
Miracle in Cell No. 7,175.7,8.3,4123,Drama
The Intouchables,46.6,8.3,15677,Drama
Mommy,13.8,8.3,2472,Drama
Oldboy,30.4,8.3,7441,Drama
Avengers: Endgame,113.6,8.3,23085,Adventure
Avengers: Infinity War,225.8,8.3,26804,Adventure
Klaus,23.9,8.3,3375,Animation
The Lion King,116.2,8.3,16491,Family
It's a Wonderful Life,30.4,8.3,3719,Drama
Persona,17.9,8.3,1818,Drama
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,287.2,8.2,3069,Animation
The Handmaiden,33.9,8.2,3115,Thriller
Wolf Children,23.6,8.2,2014,Animation
I Want to Eat Your Pancreas,40.4,8.2,1241,Animation
Green Book,48.4,8.2,10070,Drama
Hamilton,14.8,8.2,1125,History
Bicycle Thieves,15.1,8.2,2055,Drama
Guillermo del Toro's Pinocchio,222.9,8.2,2238,Animation
Coco,114.5,8.2,17157,Family
Witness for the Prosecution,16.1,8.2,1139,Drama
The Apartment,18.3,8.2,1925,Comedy
The Art of Racing in the Rain,23.3,8.2,1205,Drama
The Shining,37.8,8.2,15670,Horror
A Clockwork Orange,33.8,8.2,11570,Science Fiction
The Seventh Seal,15.2,8.2,2586,Fantasy
Inglourious Basterds,52.8,8.2,20136,Drama
Zack Snyder's Justice League,149.1,8.2,8816,Action
My Hero Academia: Heroes Rising,54.3,8.2,1039,Animation
Saving Private Ryan,60.7,8.2,14161,Drama
Star Wars,108.9,8.2,18575,Adventure
The Kid,13.2,8.2,1797,Comedy
Gladiator,50.2,8.2,16405,Action
Stalker,21.0,8.2,1771,Science Fiction
8½,14.6,8.2,1981,Fantasy
The Prestige,33.9,8.2,14128,Drama
The Matrix,67.8,8.2,23138,Action
The Help,60.0,8.2,7192,Drama
Purple Hearts,54.7,8.2,1944,Romance
Shutter Island,50.4,8.2,21634,Drama
The Usual Suspects,23.6,8.2,9315,Drama
Vertigo,31.6,8.2,5048,Mystery
Hacksaw Ridge,169.1,8.2,12218,Drama
Memento,27.1,8.2,13257,Mystery
Mortal Kombat Legends: Scorpion's Revenge,31.2,8.2,1204,Animation
Portrait of a Lady on Fire,19.8,8.2,2064,Drama
The Hate U Give,22.9,8.2,1926,Crime
Capernaum,37.9,8.2,1452,Drama
Piper,12.3,8.2,1468,Family
Call Me by Your Name,50.4,8.2,11105,Romance
Joker,64.7,8.2,22667,Crime
Casablanca,25.2,8.2,4703,Drama
The Departed,35.6,8.2,13373,Drama
Scarface,78.7,8.2,10302,Action
Taxi Driver,42.1,8.2,10596,Crime
Singin' in the Rain,16.2,8.2,2734,Comedy
Togo,30.5,8.2,1736,Adventure
Django Unchained,46.7,8.2,24002,Drama
Wonder,38.7,8.2,7271,Drama
The Father,42.8,8.2,2579,Drama
Soul,99.4,8.2,9058,Animation
Metropolis,18.3,8.2,2311,Drama
All About Eve,13.4,8.1,1326,Drama
Wild Strawberries,10.8,8.1,1409,Drama
Good Will Hunting,90.1,8.1,10685,Drama
La Dolce Vita,13.4,8.1,1630,Comedy
Double Indemnity,13.1,8.1,1533,Crime
Yojimbo,21.4,8.1,1200,Drama
Full Metal Jacket,38.8,8.1,9360,Drama
Reservoir Dogs,26.8,8.1,12903,Crime
Alien,61.3,8.1,12751,Horror
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,24.3,8.1,4931,Drama
Rashomon,9.8,8.1,1847,Crime
"Lock, Stock and Two Smoking Barrels",11.3,8.1,5900,Comedy
The Truman Show,51.3,8.1,16166,Comedy
The Invisible Guest,42.3,8.1,4079,Drama
Some Like It Hot,23.8,8.1,3026,Comedy
In the Mood for Love,21.1,8.1,2190,Drama
Bound by Honor,43.5,8.1,1055,Crime
Harry Potter and the Deathly Hallows: Part 2,122.2,8.1,18676,Fantasy
The Tale of The Princess Kaguya,17.4,8.1,1487,Animation
M,12.8,8.1,1823,Drama
Eternal Sunshine of the Spotless Mind,41.7,8.1,13318,Science Fiction
"Paris, Texas",15.1,8.1,1462,Drama
Terminator 2: Judgment Day,60.1,8.1,11281,Action
There Will Be Blood,19.3,8.1,5682,Drama
The Hunt,25.5,8.1,3555,Drama
Incendies,24.3,8.1,2186,Drama
"Three Billboards Outside Ebbing, Missouri",17.4,8.1,9163,Crime
Lion,20.1,8.1,6042,Drama
Pride & Prejudice,44.1,8.1,7109,Drama
2001: A Space Odyssey,38.9,8.1,10182,Science Fiction
Cruella,162.6,8.1,8158,Comedy
Prisoners,34.9,8.1,10269,Drama
Das Boot,17.1,8.1,1892,Drama
WALL·E,65.2,8.1,16957,Animation
La Haine,17.8,8.1,3421,Drama
The 400 Blows,12.3,8.1,1842,Drama
My Neighbor Totoro,59.1,8.1,6811,Fantasy
Elite Squad,34.2,8.1,2033,Drama
Ran,14.4,8.1,1278,Action
Memories of Murder,30.5,8.1,3158,Crime
The Elephant Man,16.8,8.1,3015,Drama
Nobody,83.2,8.1,5813,Action
Jojo Rabbit,49.8,8.1,8385,Comedy
Hidden Figures,95.6,8.1,8613,Drama
The Grand Budapest Hotel,35.4,8.1,13342,Comedy
"Love, Simon",19.0,8.1,5639,Comedy
On My Skin,9.3,8.1,1782,Drama
Gifted,138.1,8.1,4784,Drama
My Name Is Khan,21.9,8.1,1142,Drama
The Whale,205.6,8.0,2194,Drama
Loving Vincent,15.1,8.0,2234,Animation
A Dog's Journey,42.1,8.0,1301,Family
The Lives of Others,15.2,8.0,3199,Drama
The Thing,38.0,8.0,5968,Horror
Amadeus,20.2,8.0,3681,History
Room,19.0,8.0,8481,Drama
The Wolf of Wall Street,130.9,8.0,21508,Crime
Requiem for a Dream,16.6,8.0,8845,Crime
The Gold Rush,13.8,8.0,1359,Adventure
Dial M for Murder,19.5,8.0,2226,Crime
American Beauty,25.9,8.0,10958,Drama
For a Few Dollars More,22.1,8.0,3412,Western
Harry Potter and the Prisoner of Azkaban,126.9,8.0,19455,Adventure
Weathering with You,52.8,8.0,1814,Animation
Citizen Kane,22.9,8.0,4846,Mystery
The Sting,17.9,8.0,2227,Comedy
Casino,27.0,8.0,5019,Crime
Chungking Express,19.4,8.0,1417,Drama
Song of the Sea,11.1,8.0,1233,Family
Barry Lyndon,15.5,8.0,2439,Drama
The Boy and the Beast,26.1,8.0,1320,Action
The Imitation Game,41.2,8.0,15564,History
Ford v Ferrari,46.1,8.0,6599,Drama
To Kill a Mockingbird,18.8,8.0,2271,Drama
Spider-Man: No Way Home,319.5,8.0,17292,Action
Paperman,9.9,8.0,1577,Animation
Hachi: A Dog's Tale,42.1,8.0,6080,Drama
The Deer Hunter,17.9,8.0,3255,Drama
The General,10.9,8.0,1030,Comedy
Bohemian Rhapsody,37.2,8.0,15637,Music
CODA,30.9,8.0,1802,Drama
Gran Torino,21.0,8.0,9716,Drama
The Treasure of the Sierra Madre,13.1,8.0,1006,Adventure
The Secret in Their Eyes,17.4,8.0,2208,Crime
Ron's Gone Wrong,58.1,8.0,1572,Animation
North by Northwest,19.1,8.0,3583,Mystery
Pink Floyd: The Wall,14.8,8.0,1302,Music
1917,30.9,8.0,10977,War
3 Idiots,30.1,8.0,2067,Drama
Wish Dragon,59.3,8.0,1097,Animation
Flipped,25.8,8.0,2572,Romance
Gone with the Wind,29.8,8.0,3565,Drama
Lawrence of Arabia,22.7,8.0,2560,Adventure
Trainspotting,18.8,8.0,8765,Drama
When Marnie Was There,26.0,8.0,1551,Animation
Kill Bill: Vol. 1,37.0,8.0,15745,Action
Finch,80.0,8.0,2883,Science Fiction
Three Men and a Leg,6.1,8.0,1929,Comedy
The Third Man,15.3,8.0,1573,Thriller
Toy Story,121.1,8.0,16653,Animation
Before Sunrise,20.8,8.0,3546,Drama
On the Waterfront,14.7,8.0,1335,Crime
Raging Bull,18.8,8.0,3711,Drama
Catch Me If You Can,50.9,8.0,13850,Drama
Rope,12.4,8.0,2292,Crime
The Mitchells vs. the Machines,29.9,8.0,2382,Animation
Million Dollar Baby,24.6,8.0,8618,Drama
Castle in the Sky,41.7,8.0,3547,Adventure
A Whisker Away,54.7,8.0,1168,Animation
The Cabinet of Dr. Caligari,13.7,8.0,1307,Drama
Three Colors: Red,14.6,8.0,1159,Drama
A Trip to the Moon,17.2,8.0,1512,Adventure
Sing 2,194.8,8.0,3659,Animation
Akira,34.9,8.0,3526,Animation
The Boy Who Harnessed the Wind,30.5,7.9,1452,Drama
12 Years a Slave,18.7,7.9,10332,Drama
Up,86.0,7.9,18361,Animation
The Postman,11.2,7.9,1022,Comedy
The Sixth Sense,29.9,7.9,10410,Mystery
The Great Escape,18.7,7.9,2175,Adventure
"Batman: The Dark Knight Returns, Part 2",25.6,7.9,1282,Science Fiction
No Country for Old Men,34.1,7.9,10610,Crime
Just Mercy,27.0,7.9,1929,Drama
Ghost in the Shell,33.1,7.9,2851,Action
Jurassic Park,24.4,7.9,14673,Adventure
Blade Runner,42.4,7.9,12370,Science Fiction
Dallas Buyers Club,18.2,7.9,7817,Drama
Nausicaä of the Valley of the Wind,28.4,7.9,3036,Adventure
Dragon Ball Super: Super Hero,144.2,7.9,2386,Animation
John Wick: Chapter 4,1479.2,7.9,1331,Action
Whisper of the Heart,32.6,7.9,1653,Animation
Braveheart,32.3,7.9,9072,Action
Chinatown,25.6,7.9,3297,Crime
Inside Out,80.3,7.9,18983,Animation
Freedom Writers,21.3,7.9,1953,Crime
Raya and the Last Dragon,114.5,7.9,6009,Animation
The Iron Giant,42.5,7.9,4919,Family
Raiders of the Lost Ark,46.2,7.9,10925,Adventure
Unforgiven,21.9,7.9,3796,Western
Don't Look Now... We're Being Shot At!,19.1,7.9,1154,Comedy
Persepolis,12.4,7.9,1697,Animation
Aliens,48.0,7.9,8419,Action
Mulan,91.9,7.9,8664,Animation
Captain Fantastic,24.2,7.9,5871,Adventure
The Greatest Showman,30.8,7.9,8632,Drama
Young Frankenstein,23.7,7.9,2777,Comedy
Me Before You,108.5,7.9,11097,Drama
Harry Potter and the Philosopher's Stone,165.2,7.9,24698,Adventure
Justice League: The Flashpoint Paradox,54.2,7.9,1605,Science Fiction
Rebecca,12.5,7.9,1492,Mystery
About Time,37.1,7.9,7534,Drama
In the Name of the Father,11.3,7.9,1509,Drama
Little Women,29.9,7.9,5450,Drama
A Man Called Otto,231.0,7.9,1123,Comedy
Guardians of the Galaxy,293.6,7.9,25853,Action
Amélie,21.7,7.9,10463,Comedy
The Pursuit of Happyness,32.6,7.9,8903,Drama
Heat,63.0,7.9,6224,Action
V for Vendetta,30.7,7.9,13193,Action
A Separation,11.1,7.9,1499,Drama
Luck,238.8,7.9,1249,Animation
Gone Girl,41.4,7.9,16908,Mystery
Titanic,111.2,7.9,22834,Drama
La La Land,32.0,7.9,15209,Comedy
Tokyo Godfathers,14.2,7.9,1008,Animation
Return of the Jedi,39.0,7.9,14167,Adventure
Roman Holiday,22.5,7.9,1738,Romance
Sing Street,14.6,7.9,2063,Comedy
Luca,119.3,7.9,7262,Animation
It Happened One Night,10.3,7.9,1027,Comedy
Dancer in the Dark,15.2,7.9,1554,Drama
The Notebook,53.3,7.9,10304,Romance
Dragon Ball Super: Broly,22.9,7.9,2620,Action
Kill Bill: Vol. 2,27.2,7.9,12577,Action
A Street Cat Named Bob,14.1,7.9,1209,Family
The Night of the Hunter,14.9,7.9,1305,Crime
Sherlock: The Abominable Bride,18.3,7.9,2113,Crime
Fargo,18.0,7.9,7020,Crime
See You Up There,11.3,7.9,1144,Drama
Perfect Strangers,16.8,7.9,4068,Comedy
Shoplifters,15.7,7.9,1755,Drama
The Theory of Everything,26.5,7.9,9878,Drama
Isle of Dogs,19.4,7.9,4252,Adventure
Her,34.7,7.9,13069,Romance
Stand by Me,23.4,7.9,5067,Crime
Ben-Hur,44.6,7.9,2343,Action
A Fistful of Dollars,21.6,7.9,3637,Western
Wild Tales,24.8,7.9,2939,Drama
Solaris,15.3,7.9,1354,Drama
Mary and Max,11.2,7.9,1694,Animation
A Beautiful Mind,29.2,7.9,9212,Drama
Dances with Wolves,27.1,7.9,3689,Adventure
Knives Out,44.5,7.9,10664,Comedy
Network,10.7,7.9,1447,Drama
Everything Everywhere All at Once,92.5,7.8,4570,Action
Papillon,20.3,7.8,1652,Crime
Kiki's Delivery Service,38.2,7.8,3377,Animation
The Boy in the Striped Pyjamas,70.3,7.8,6349,War
The Big Lebowski,28.7,7.8,10072,Comedy
The Fabelmans,46.9,7.8,1319,Drama
Downfall,27.7,7.8,3331,Drama
The Nightmare Before Christmas,89.7,7.8,8235,Fantasy
Indiana Jones and the Last Crusade,44.1,7.8,8839,Adventure
"Love, Rosie",33.1,7.8,5784,Comedy
The Best Offer,14.2,7.8,2586,Drama
Warrior,48.4,7.8,4028,Drama
Mulholland Drive,26.9,7.8,5418,Thriller
Polisse,7.9,7.8,1065,Drama
Mr. Nobody,21.2,7.8,5408,Science Fiction
Dog Day Afternoon,16.5,7.8,2549,Crime
A Bronx Tale,94.0,7.8,1995,Drama
"Monsters, Inc.",129.9,7.8,16724,Animation
Carlito's Way,18.7,7.8,2754,Crime
Elite Squad: The Enemy Within,23.9,7.8,1622,Drama
Coraline,143.0,7.8,6564,Animation
Finding Nemo,84.0,7.8,17620,Animation
The Bridge on the River Kwai,18.5,7.8,1763,Drama
Land of Mine,13.0,7.8,1253,War
Infernal Affairs,16.5,7.8,1368,Drama
Rosemary's Baby,20.4,7.8,3405,Drama
Freaks,16.6,7.8,1018,Drama
Before Sunset,16.2,7.8,2943,Drama
Harry Potter and the Goblet of Fire,123.5,7.8,18746,Adventure
Into the Wild,31.6,7.8,8815,Adventure
Logan,52.1,7.8,17717,Action
Hustle,60.2,7.8,2041,Drama
Spotlight,16.2,7.8,7590,Drama
How to Train Your Dragon,76.9,7.8,11757,Fantasy
Midnight Sun,27.6,7.8,3154,Romance
Snatch,26.4,7.8,8001,Crime
Monty Python and the Holy Grail,21.3,7.8,5087,Adventure
Brokeback Mountain,23.5,7.8,6236,Drama
My Life as a Zucchini,12.1,7.8,1167,Animation
Dune,155.2,7.8,8788,Science Fiction
I Saw the Devil,18.1,7.8,2134,Thriller
Ratatouille,115.3,7.8,15216,Animation
The King of Comedy,13.9,7.8,1911,Drama
Prey,325.5,7.8,5444,Thriller
Paprika,18.5,7.8,1907,Animation
Wings of Desire,16.9,7.8,1086,Drama
Toy Story 3,75.3,7.8,13412,Animation
The Chaser,10.3,7.8,1105,Crime
Rocky,60.1,7.8,6825,Drama
Porco Rosso,24.3,7.8,2796,Family
Dogville,16.5,7.8,2107,Crime
L.A. Confidential,17.3,7.8,4293,Crime
Pirates of the Caribbean: The Curse of the Black Pearl,113.4,7.8,18707,Adventure
Donnie Darko,29.0,7.8,11183,Fantasy
The Wind Rises,35.1,7.8,2509,Drama
The Girl Who Leapt Through Time,27.1,7.8,1766,Fantasy
The Dinner Game,10.8,7.8,1671,Comedy
The Perks of Being a Wallflower,29.7,7.8,9603,Drama
Deep Red,10.6,7.8,1253,Horror
Notorious,11.6,7.8,1352,Thriller
Mustang,8.9,7.8,1262,Drama
Straight Outta Compton,29.4,7.8,3473,Drama
Fantastic Mr. Fox,29.5,7.8,4541,Adventure
The Dark Knight Rises,66.0,7.8,20771,Action
Touch of Evil,10.4,7.8,1231,Crime
Short Term 12,8.9,7.8,1148,Drama
All Quiet on the Western Front,225.7,7.8,2628,Drama
Batman: Under the Red Hood,27.3,7.8,1409,Science Fiction
Manhattan,11.5,7.8,2078,Comedy
Harry Potter and the Deathly Hallows: Part 1,123.8,7.8,17307,Adventure
Annie Hall,14.9,7.8,3446,Comedy
The Untouchables,20.0,7.8,5016,Crime
Descendants 3,42.6,7.8,1335,Family
How to Train Your Dragon: The Hidden World,108.1,7.8,5634,Animation
The Color Purple,14.1,7.8,1467,Drama
Die Hard,42.7,7.8,9885,Action
Nothing Left to Do but Cry,8.6,7.8,1023,Comedy
Scent of a Woman,30.9,7.8,2876,Drama
Big Fish,21.2,7.8,6561,Adventure
Rain Man,21.6,7.8,5603,Drama
The Woman King,269.6,7.8,1442,Action
Train to Busan,62.3,7.8,6367,Horror
The Breakfast Club,25.1,7.8,7261,Comedy
Do the Right Thing,15.7,7.8,1480,Drama
Marriage Story,26.0,7.8,6290,Drama
Amour,11.6,7.8,1426,Drama
The Black Phone,143.5,7.8,3825,Horror
Awakenings,15.3,7.8,2161,Drama
The Last: Naruto the Movie,78.3,7.8,1657,Action
Misery,18.6,7.8,4016,Drama
The Maltese Falcon,14.0,7.8,1417,Mystery
Life of Brian,18.4,7.8,3839,Comedy
Three Steps Above Heaven,109.9,7.8,2711,Romance
The Searchers,32.1,7.8,1171,Western
Pan's Labyrinth,38.6,7.8,9616,Fantasy
Back to the Future Part II,40.3,7.8,11463,Adventure
Two Is a Family,17.6,7.8,2803,Drama
"I, Daniel Blake",11.8,7.7,1220,Drama
The Ten Commandments,41.0,7.7,1309,Drama
Zootopia,75.5,7.7,14851,Animation
Mystic River,23.6,7.7,5784,Thriller
King Richard,30.5,7.7,1939,Drama
Ip Man,18.0,7.7,3305,Drama
Cool Hand Luke,21.1,7.7,1194,Crime
Platoon,29.0,7.7,3924,Drama
The Hateful Eight,23.9,7.7,12939,Drama
A Walk to Remember,33.3,7.7,3703,Drama
The Blues Brothers,17.0,7.7,3697,Music
Sound of Metal,15.2,7.7,2134,Drama
Onward,39.5,7.7,5490,Family
Pride,9.8,7.7,1180,Drama
"Batman: The Dark Knight Returns, Part 1",26.0,7.7,1385,Science Fiction
Big Hero 6,108.5,7.7,14405,Adventure
The King's Speech,21.8,7.7,7934,Drama
The Trial of the Chicago 7,17.0,7.7,2654,Drama
Ponyo,54.5,7.7,3595,Animation
Slumdog Millionaire,23.0,7.7,9660,Drama
Beauty and the Beast,72.4,7.7,8997,Romance
The Straight Story,13.0,7.7,1285,Drama
BPM (Beats per Minute),7.1,7.7,1241,Drama
Selena,21.4,7.7,1091,Drama
Mother,12.7,7.7,1232,Crime
Magnolia,17.2,7.7,3106,Drama
Philadelphia,22.6,7.7,3778,Drama
The Kissing Booth 2,35.5,7.7,4720,Comedy
"tick, tick... BOOM!",19.7,7.7,1732,Drama
Harry Potter and the Chamber of Secrets,130.8,7.7,19831,Adventure
Shrek,177.1,7.7,15252,Animation
Nosferatu,17.5,7.7,1678,Fantasy
The Traitor,12.2,7.7,1205,Drama
The Exorcist,83.6,7.7,6957,Horror
Geri's Game,9.3,7.7,1020,Animation
Edward Scissorhands,34.3,7.7,11746,Fantasy
The Batman,239.5,7.7,7893,Crime
The Chorus,12.6,7.7,2146,Drama
Hotel Rwanda,13.1,7.7,2510,Drama
Rush,27.6,7.7,6397,Drama
Avatar: The Way of Water,2857.9,7.7,7831,Science Fiction
The Avengers,144.0,7.7,28541,Science Fiction
The Sound of Music,24.5,7.7,2875,Drama
Strangers on a Train,21.8,7.7,1400,Crime
High Noon,16.7,7.7,1219,Western
Nightcrawler,42.9,7.7,9760,Crime
The Incredibles,67.9,7.7,16186,Action
All the Bright Places,30.7,7.7,2621,Romance
Harry Potter and the Half-Blood Prince,138.5,7.7,17619,Adventure
Batman Begins,52.5,7.7,18989,Action
Spirit: Stallion of the Cimarron,71.4,7.7,4134,Western
Charade,14.8,7.7,1168,Comedy
Three Colors: Blue,15.8,7.7,1420,Drama
The Bridges of Madison County,15.3,7.7,1851,Drama
Moonrise Kingdom,14.7,7.7,5290,Comedy
Fried Green Tomatoes,15.4,7.7,1155,Drama
Harry Potter and the Order of the Phoenix,123.5,7.7,17692,Adventure
Godzilla vs. Kong,166.0,7.7,8755,Action
Breakfast at Tiffany's,18.3,7.7,3790,Comedy
Hunt for the Wilderpeople,15.1,7.7,1786,Adventure
The Gentlemen,39.4,7.7,4840,Comedy
The Killing,14.6,7.7,1269,Crime
Brazil,15.7,7.7,2915,Comedy
The Blind Side,46.3,7.7,5627,Drama
All the President's Men,14.7,7.7,1549,Drama
The Man from Nowhere,19.2,7.7,1114,Action
Mississippi Burning,11.7,7.7,1406,Drama
What's Eating Gilbert Grape,19.6,7.7,3490,Romance
Memoirs of a Geisha,20.3,7.7,2679,Drama
Captain America: The Winter Soldier,38.2,7.7,17259,Action
The Martian,44.2,7.7,18098,Drama
Little Miss Sunshine,15.5,7.7,6287,Comedy
Another Round,25.2,7.7,2575,Comedy
The Warriors,21.4,7.7,1838,Action
Wrath of Man,98.1,7.7,4365,Action
How to Train Your Dragon 2,69.2,7.7,8702,Fantasy
Il Divo,7.7,7.7,1016,Drama
A Streetcar Named Desire,14.3,7.7,1183,Drama
Roma,14.1,7.7,3612,Drama
The Bad Guys,97.6,7.7,1498,Animation
Black Swan,24.9,7.7,13217,Drama
Spies in Disguise,33.6,7.7,2479,Animation
Ask Me If I Am Happy,5.0,7.7,1550,Comedy
Victoria,12.8,7.7,1068,Crime
All About My Mother,10.1,7.7,1626,Comedy
The Princess Bride,21.0,7.7,4028,Adventure
Cast Away,33.4,7.7,10229,Adventure
To All the Boys I've Loved Before,37.9,7.7,7922,Comedy
The Graduate,16.4,7.7,2910,Comedy
Atonement,17.9,7.7,3696,Drama
The Count of Monte Cristo,29.6,7.7,1538,Adventure
Jaws,45.3,7.7,9138,Horror
Primal Fear,26.5,7.6,2893,Crime
Planet of the Apes,44.0,7.6,2937,Science Fiction
The Wild Bunch,15.6,7.6,1008,Western
Feel the Beat,16.1,7.6,1022,Comedy
Aladdin,55.6,7.6,10277,Animation
Kubo and the Two Strings,32.2,7.6,3279,Animation
Encanto,205.9,7.6,8169,Animation
Boogie Nights,17.1,7.6,2736,Drama
"Synecdoche, New York",15.1,7.6,1211,Drama
The Terminator,57.1,7.6,11439,Action
Kingsman: The Secret Service,80.8,7.6,15296,Crime
The Raid 2,23.7,7.6,2062,Action
Blue Velvet,16.6,7.6,2850,Drama
The Secret World of Arrietty,30.4,7.6,2447,Fantasy
October Sky,11.7,7.6,1060,Drama
Who Am I,19.1,7.6,1345,Thriller
Iron Man,92.6,7.6,24286,Action
The Last Emperor,15.0,7.6,1421,Drama
Elvis,69.6,7.6,2558,Drama
To All the Boys: Always and Forever,27.7,7.6,1701,Romance
King Kong,21.8,7.6,1254,Adventure
The Man from Earth,16.5,7.6,2049,Science Fiction
Night of the Living Dead,23.5,7.6,2093,Horror
Remember the Titans,26.6,7.6,2324,Drama
The Hand of God,17.2,7.6,1420,Drama
The Irishman,25.9,7.6,5998,Crime
Guardians of the Galaxy Vol. 2,569.0,7.6,19589,Adventure
Ferris Bueller's Day Off,20.7,7.6,4304,Comedy
Amores Perros,28.6,7.6,2243,Drama
I Still Believe,21.9,7.6,1063,Music
JFK,15.1,7.6,1778,Drama
Work It,16.7,7.6,1065,Comedy
Shang-Chi and the Legend of the Ten Rings,146.5,7.6,8010,Action
Get Out,81.5,7.6,15599,Mystery
Les Misérables,11.0,7.6,1312,Crime
Seven Pounds,19.8,7.6,6205,Drama
Butch Cassidy and the Sundance Kid,19.6,7.6,1888,Western
The Others,26.8,7.6,5680,Horror
Where the Crawdads Sing,41.1,7.6,1061,Mystery
Searching,21.5,7.6,3442,Thriller
The Little Prince,26.6,7.6,2537,Adventure
Anastasia,39.9,7.6,4844,Animation
Ready Player One,81.8,7.6,13993,Science Fiction
The Dirty Dozen,20.5,7.6,1028,Action
A Dog's Purpose,35.3,7.6,2994,Adventure
Lost Highway,18.0,7.6,2230,Drama
The Danish Girl,19.3,7.6,5409,Drama
Forever My Girl,29.3,7.6,1086,Romance
Deadpool,108.6,7.6,28309,Action
Children of Men,20.6,7.6,6292,Drama
Tombstone,50.7,7.6,1779,Western
Changeling,17.3,7.6,3763,Crime
Sleepers,23.4,7.6,3104,Crime
Groundhog Day,26.3,7.6,6961,Romance
The Fault in Our Stars,33.4,7.6,10466,Romance
Edge of Tomorrow,39.5,7.6,12459,Action
Thor: Ragnarok,84.5,7.6,19042,Action
Boyz n the Hood,27.9,7.6,1675,Crime
Enola Holmes 2,113.4,7.6,1971,Adventure
I Origins,14.4,7.6,2942,Science Fiction
The Longest Ride,22.7,7.6,2902,Drama
Twelve Monkeys,30.2,7.6,7443,Science Fiction
The Garden of Words,30.1,7.6,1750,Animation
Breathless,13.0,7.6,1562,Drama
Talk to Her,12.4,7.6,1114,Drama
Sonic the Hedgehog 2,305.7,7.6,3891,Action
Billy Elliot,17.3,7.6,3471,Drama
A Prophet,11.6,7.6,1328,Crime
Tangled,128.1,7.6,10204,Animation
The Fall,13.8,7.6,1102,Adventure
Bao,10.5,7.6,1040,Animation
Boruto: Naruto the Movie,64.9,7.6,1277,Animation
Beasts of No Nation,44.2,7.6,1555,Drama
Toy Story 2,89.8,7.6,12533,Animation
Moulin Rouge!,16.9,7.6,4109,Drama
The Wizard of Oz,45.0,7.6,4925,Adventure
